0,0,2,513.99,196.204,0,0,0
1,1,2,270.709,261.625,0,0,0
1,2,3,517.155,196.416,254.927,0.966732,-0.255793
1,3,4,514.538,197.916,3.01661,-0.867714,0.497065
1,4,5,510.336,199.592,4.52371,-0.928794,0.370596
1,5,6,504.359,201.058,6.15391,-0.971235,0.238121
1,6,7,500.637,202.025,3.84605,-0.967838,0.251573
1,7,8,497.853,202.396,2.80848,-0.99127,0.131845
1,8,9,288.593,196.672,209.338,-0.999626,-0.0273395
1,9,10,493.4,202.225,204.882,0.999633,0.027101
1,10,11,490.528,203.271,3.05621,-0.939558,0.34239
1,11,12,478.185,203.991,12.3642,-0.998304,0.0582178
1,12,13,476.08,205.891,2.83598,-0.742348,0.670014
1,13,14,470.311,208.288,6.24637,-0.923433,0.383761
1,14,15,463.844,209.978,6.68435,-0.967531,0.252752
1,15,16,459.405,210.91,4.53599,-0.978676,0.205409
1,16,17,456.322,210.943,3.08307,-0.99994,0.0109279
1,17,18,452.603,209.211,4.10279,-0.906529,-0.422143
1,18,19,451.4,204.783,4.58842,-0.262103,-0.96504
2,19,2,663.151,282.202,0,0,0
2,20,3,276.951,263.999,386.628,-0.998891,-0.0470795
2,21,4,286.726,260.475,10.3904,0.940701,-0.339238
2,22,5,289.751,259.646,3.13693,0.964453,-0.264255
2,23,6,296.246,258.036,6.69181,0.97062,-0.240618
2,24,7,301.7,257.324,5.50029,0.991592,-0.129404
2,25,8,309.726,257.106,8.02908,0.999632,-0.0271269
2,26,9,495.53,202.585,193.637,0.959543,-0.28156
2,27,10,320.479,253.806,182.391,-0.959757,0.280832
2,28,11,326.222,251.439,6.21194,0.924527,-0.381117
2,29,12,329.361,249.798,3.54157,0.886159,-0.463381
2,30,13,335.871,247.509,6.90107,0.943395,-0.33167
2,31,14,344.509,245.791,8.80669,0.980796,-0.195034
2,32,15,352.165,244.724,7.73044,0.990423,-0.138067
2,33,16,357.666,244.495,5.50608,0.999134,-0.0415967
2,34,17,360.148,241.197,4.12737,0.601335,-0.798997
2,35,18,361.101,240.21,1.37195,0.694591,-0.719405
2,36,19,369.991,236.414,9.66639,0.919652,-0.392735
2,37,20,374.691,235.229,4.847,0.969663,-0.244446
2,38,21,377.43,234.394,2.86373,0.956512,-0.291692
2,39,22,379.443,233.334,2.27493,0.884929,-0.465726
2,40,23,381.011,231.216,2.6352,0.594937,-0.803772
2,41,24,383.665,228.411,3.86174,0.68719,-0.726478
2,42,25,387.354,226.122,4.34093,0.849754,-0.52718
2,43,26,390.788,224.802,3.67904,0.933435,-0.358746
2,44,27,391.817,224.806,1.02888,0.999994,0.0033962
2,45,28,392.384,224.784,0.567804,0.999258,-0.0385095
2,46,29,392.779,224.276,0.643281,0.614354,-0.78903
2,47,30,393.915,223.768,1.24432,0.912694,-0.408645
2,48,31,394.818,222.511,1.54754,0.583694,-0.811974
2,49,32,395.842,221.956,1.16527,0.879045,-0.476738
2,50,33,396.963,221.546,1.1928,0.939166,-0.343463
2,51,34,397.611,221.546,0.64798,0.999999,-0.00103612
2,52,35,397.802,220.741,0.826816,0.23183,-0.972756
2,53,36,397.384,219.489,1.32009,-0.316644,-0.948545
2,54,37,396.771,218.231,1.39973,-0.438208,-0.898873
2,55,38,395.658,217.529,1.3158,-0.845852,-0.533418
2,56,38,602.499,291.051,1.3158,-0.845852,-0.533418
2,57,39,394.656,216.953,220.657,-0.941931,-0.335805
2,58,40,393.792,216.76,0.88572,-0.975768,-0.218807
